Person,System,EntitlementName,PermissionConfigurationDisplayName,LastChangedOn
Jasper Uijlenbroek (500231),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/02/2026 18:36:00
Jasper Uijlenbroek (500231),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,11/19/2025 20:34:00
Jasper Uijlenbroek (500231),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/11/2026 01:39:00
Jasper Uijlenbroek (500231),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,12/06/2025 12:28:00
Yara Quaedvlieg (500232),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,08/02/2026 15:22:00
Yara Quaedvlieg (500232),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/27/2025 12:07:00
Yara Quaedvlieg (500232),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/22/2025 16:04:00
Yara Quaedvlieg (500232),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,02/05/2026 06:23:00
Cato Wielenga (500233),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/06/2026 10:45:00
Cato Wielenga (500233),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,02/11/2026 19:32:00
Cato Wielenga (500233),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/24/2025 01:38:00
Cato Wielenga (500233),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,10/17/2025 23:52:00
Cato Wielenga (500233),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),,02/12/2026 12:14:00
Cato Wielenga (500233),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,05/30/2025 11:50:00
Olivier Uijlenbroek (500234),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,04/15/2025 00:53:00
Olivier Uijlenbroek (500234),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/21/2025 08:52:00
Olivier Uijlenbroek (500234),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,02/13/2026 13:03:00
Olivier Uijlenbroek (500234),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,04/24/2026 09:17:00
Bram Quaedvlieg (500235),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/15/2026 06:30:00
Bram Quaedvlieg (500235),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/29/2026 09:51:00
Bram Quaedvlieg (500235),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/15/2026 22:27:00
Bram Quaedvlieg (500235),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,04/06/2026 04:19:00
Bram Quaedvlieg (500235),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,11/10/2025 08:17:00
Bram Quaedvlieg (500235),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,08/15/2025 01:54:00
Bram Quaedvlieg (500235),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,06/03/2026 20:01:00
Bram Quaedvlieg (500235),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,10/07/2025 12:48:00
Bram Quaedvlieg (500235),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,09/11/2025 05:21:00
Bram Quaedvlieg (500235),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,07/07/2026 09:39:00
Bram Oosterhuis (500236),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,08/09/2025 10:14:00
Bram Oosterhuis (500236),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,08/14/2025 12:20:00
Bram Oosterhuis (500236),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,02/20/2026 00:46:00
Sem Zomerdijk (500237),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,09/27/2025 10:49:00
Sem Zomerdijk (500237),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,09/23/2025 18:58:00
Sem Zomerdijk (500237),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,08/18/2025 17:24:00
Sem Zomerdijk (500237),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,08/03/2025 06:58:00
Sem Zomerdijk (500237),Microsoft Active Directory,FS-CZ08-RW (avo.local/Demo/Groups/FS-CZ08-RW),,08/19/2025 05:55:00
Sem Zomerdijk (500237),Microsoft Active Directory,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),,07/04/2026 13:48:00
Sem Zomerdijk (500237),Microsoft Active Directory,MBX-CZ08 (avo.local/Demo/Groups/MBX-CZ08),,06/26/2026 08:57:00
Sem Zomerdijk (500237),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,11/12/2025 02:04:00
Ursula Ipenburg (500238),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,08/23/2025 13:49:00
Ursula Ipenburg (500238),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/11/2025 07:46:00
Ursula Ipenburg (500238),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/10/2026 19:29:00
Ursula Ipenburg (500238),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/30/2026 12:55:00
Ursula Ipenburg (500238),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,06/11/2026 19:22:00
Ursula Ipenburg (500238),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,10/07/2025 10:54:00
Ursula Ipenburg (500238),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,12/08/2025 11:22:00
Ursula Ipenburg (500238),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,11/10/2025 08:55:00
Ursula Ipenburg (500238),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,07/23/2025 20:10:00
Ursula Ipenburg (500238),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),,05/26/2026 00:50:00
Ursula Ipenburg (500238),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,09/25/2025 04:52:00
Xander Ipenburg (500239),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/10/2026 08:35:00
Xander Ipenburg (500239),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,01/14/2026 12:49:00
Xander Ipenburg (500239),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/18/2026 20:00:00
Xander Ipenburg (500239),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,10/06/2025 12:24:00
Zoë Kalisvaart (500240),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/28/2026 22:19:00
Zoë Kalisvaart (500240),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/06/2025 22:15:00
Zoë Kalisvaart (500240),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/11/2025 18:56:00
Zoë Kalisvaart (500240),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,10/12/2025 00:54:00
Zoë Kalisvaart (500240),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,04/01/2026 14:45:00
Zoë Kalisvaart (500240),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,03/07/2026 18:58:00
Zoë Kalisvaart (500240),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,01/19/2026 12:04:00
Pien Gerritsen (500241),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/22/2026 05:33:00
Pien Gerritsen (500241),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/07/2025 17:39:00
Pien Gerritsen (500241),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/11/2026 19:45:00
Pien Gerritsen (500241),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,10/01/2025 04:52:00
Pien Gerritsen (500241),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/26/2026 03:48:00
Pien Gerritsen (500241),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,03/24/2025 04:21:00
Pien Gerritsen (500241),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,07/29/2026 15:21:00
Pien Gerritsen (500241),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,06/08/2026 15:56:00
Pien Gerritsen (500241),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,02/14/2026 10:56:00
Kim Fokkema (500242),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,12/10/2025 18:03:00
Kim Fokkema (500242),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,02/09/2026 02:54:00
Kim Fokkema (500242),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,09/15/2025 00:04:00
Kim Fokkema (500242),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/24/2026 22:08:00
Kim Fokkema (500242),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,05/20/2026 23:34:00
Kim Fokkema (500242),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,02/06/2026 07:46:00
Yara Berkhout (500243),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/16/2026 21:16:00
Yara Berkhout (500243),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/25/2025 03:34:00
Yara Berkhout (500243),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/08/2025 07:21:00
Yara Berkhout (500243),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,11/02/2025 11:23:00
Yara Berkhout (500243),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,06/01/2025 11:58:00
Quinten Uijlenbroek (500244),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,11/20/2025 10:50:00
Quinten Uijlenbroek (500244),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,03/13/2026 10:41:00
Quinten Uijlenbroek (500244),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/15/2026 19:57:00
Quinten Uijlenbroek (500244),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,07/17/2025 21:17:00
Quinten Uijlenbroek (500244),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),,07/28/2026 19:05:00
Quinten Uijlenbroek (500244),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,10/11/2025 12:07:00
Quinten Uijlenbroek (500244),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,01/07/2026 23:54:00
Quinten Uijlenbroek (500244),Microsoft Active Directory,MBX-ICT03 (avo.local/Demo/Groups/MBX-ICT03),,06/05/2025 14:42:00
Quinten Uijlenbroek (500244),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,07/27/2026 16:53:00
Quinten Coenen (500245),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,05/28/2026 06:15:00
Quinten Coenen (500245),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/19/2025 17:01:00
Quinten Coenen (500245),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/07/2025 21:24:00
Quinten Coenen (500245),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/24/2025 23:10:00
Quinten Coenen (500245),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/28/2025 04:46:00
Cato Berkhout (500246),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/24/2026 12:02:00
Lars Lindeboom (500247),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,02/13/2026 05:05:00
Lars Lindeboom (500247),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/08/2025 13:50:00
Lars Lindeboom (500247),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/29/2026 12:29:00
Lars Lindeboom (500247),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,07/09/2025 10:40:00
Lars Lindeboom (500247),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,12/19/2025 18:32:00
Lars Lindeboom (500247),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,05/20/2026 20:39:00
Lars Lindeboom (500247),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,07/25/2025 10:56:00
Olivier Gerritsen (500248),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,01/15/2026 14:28:00
Olivier Gerritsen (500248),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/29/2026 09:45:00
Olivier Gerritsen (500248),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/26/2026 19:19:00
Olivier Gerritsen (500248),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,01/20/2026 21:20:00
Olivier Gerritsen (500248),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,04/07/2026 20:04:00
Olivier Gerritsen (500248),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,04/08/2026 03:16:00
Olivier Gerritsen (500248),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,10/23/2025 23:29:00
Olivier Gerritsen (500248),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,01/23/2026 01:12:00
Olivier Gerritsen (500248),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,05/19/2026 22:17:00
Ursula Oosterhuis (500249),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,01/18/2026 14:51:00
Ursula Oosterhuis (500249),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,12/24/2025 20:51:00
Ursula Oosterhuis (500249),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/10/2026 04:04:00
Ursula Oosterhuis (500249),Microsoft Active Directory,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),,05/21/2025 12:24:00
Ursula Oosterhuis (500249),Microsoft Active Directory,FS-CA060-RO (avo.local/Demo/Groups/FS-CA060-RO),,08/17/2025 20:14:00
Ursula Oosterhuis (500249),Microsoft Active Directory,MBX-CA060 (avo.local/Demo/Groups/MBX-CA060),,07/05/2025 19:19:00
Yara Ipenburg (500250),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,04/30/2026 06:57:00
Yara Ipenburg (500250),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,10/24/2025 05:19:00
Yara Ipenburg (500250),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,02/26/2026 01:33:00
Yara Ipenburg (500250),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/21/2026 08:08:00
Yara Ipenburg (500250),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,05/23/2026 23:52:00
Yara Ipenburg (500250),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),,01/03/2026 15:53:00
Yara Ipenburg (500250),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,06/23/2025 15:52:00
Yara Ipenburg (500250),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,05/26/2025 02:57:00
Yara Ipenburg (500250),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,10/28/2025 06:24:00
Finn Zomerdijk (500251),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,08/12/2025 06:37:00
Finn Zomerdijk (500251),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,09/30/2025 09:28:00
Finn Zomerdijk (500251),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,11/28/2025 01:12:00
Noa Kalisvaart (500252),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/19/2026 07:22:00
Noa Kalisvaart (500252),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/18/2026 07:22:00
Noa Kalisvaart (500252),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,07/16/2026 17:41:00
Noa Kalisvaart (500252),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,09/21/2025 04:15:00
Noa Kalisvaart (500252),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/17/2025 07:15:00
Pien Hoekstra (500253),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/06/2026 10:36:00
Pien Hoekstra (500253),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/03/2026 03:28:00
Pien Hoekstra (500253),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,11/09/2025 00:26:00
Pien Hoekstra (500253),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,06/27/2025 19:46:00
Gijs Fokkema (500254),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,09/14/2025 00:57:00
Gijs Fokkema (500254),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/09/2025 16:55:00
Gijs Fokkema (500254),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,11/14/2025 14:25:00
Gijs Fokkema (500254),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,03/16/2026 03:20:00
Gijs Fokkema (500254),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,07/21/2026 19:31:00
Gijs Fokkema (500254),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,11/05/2025 09:32:00
Gijs Fokkema (500254),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,09/24/2025 17:46:00
Gijs Fokkema (500255),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,09/05/2025 20:15:00
Gijs Fokkema (500255),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,03/28/2026 17:21:00
Gijs Fokkema (500255),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,08/20/2025 04:35:00
Gijs Fokkema (500255),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/17/2025 09:32:00
Gijs Fokkema (500255),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,04/15/2026 02:51:00
Gijs Fokkema (500255),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,12/12/2025 06:55:00
Hanna Jonker (500256),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,02/16/2026 21:40:00
Hanna Jonker (500256),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,10/01/2025 12:51:00
Hanna Jonker (500256),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,01/08/2026 13:13:00
Hanna Jonker (500256),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,07/10/2025 17:37:00
Hanna Jonker (500256),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,02/07/2026 07:47:00
Hanna Jonker (500256),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,06/11/2026 15:56:00
Hanna Jonker (500256),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,12/06/2025 18:24:00
Hanna Jonker (500256),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,05/24/2025 21:54:00
Vera Kalisvaart (500257),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/27/2025 05:16:00
Vera Kalisvaart (500257),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/20/2026 11:45:00
Vera Kalisvaart (500257),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,09/21/2025 03:50:00
Vera Kalisvaart (500257),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,11/14/2025 08:07:00
Vera Kalisvaart (500257),Microsoft Active Directory,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),,07/30/2026 19:25:00
Vera Kalisvaart (500257),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,06/13/2026 03:03:00
Hanna Quaedvlieg (500258),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/09/2025 17:42:00
Hanna Quaedvlieg (500258),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,08/21/2025 01:27:00
Hanna Quaedvlieg (500258),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/16/2026 17:09:00
Hanna Quaedvlieg (500258),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/01/2025 22:37:00
Pien Ipenburg (500259),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,11/24/2025 00:13:00
Pien Ipenburg (500259),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,05/18/2026 03:22:00
Pien Ipenburg (500259),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/20/2025 22:44:00
Pien Ipenburg (500259),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,09/02/2025 21:09:00
Pien Ipenburg (500259),Microsoft Active Directory,APP-CZ08-Portal (avo.local/Demo/Groups/APP-CZ08-Portal),,10/23/2025 18:13:00
Pien Ipenburg (500259),Microsoft Active Directory,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,01/20/2026 02:00:00
Pien Ipenburg (500259),Microsoft Active Directory,FS-CZ08-RW (avo.local/Demo/Groups/FS-CZ08-RW),,02/08/2026 20:44:00
Pien Ipenburg (500259),Microsoft Active Directory,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),,04/29/2025 18:56:00
Pien Ipenburg (500259),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,04/24/2025 21:27:00
Pien Ipenburg (500259),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),,06/29/2025 02:04:00
Pien Ipenburg (500259),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,05/28/2026 13:08:00
Finn Vroegindeweij (500260),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,10/09/2025 22:41:00
Finn Vroegindeweij (500260),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/01/2025 19:49:00
Finn Vroegindeweij (500260),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,01/02/2026 18:18:00
Finn Vroegindeweij (500260),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,08/02/2026 09:13:00
Finn Vroegindeweij (500260),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,01/22/2026 04:27:00
Finn Vroegindeweij (500260),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,05/25/2026 08:53:00
Finn Vroegindeweij (500260),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,11/08/2025 14:03:00
Finn Vroegindeweij (500260),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),,06/26/2026 10:42:00
Finn Vroegindeweij (500260),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),,06/29/2025 23:01:00
