AssignmentGuid,UserName,UserGuid,ProductName,ProductGuid,ProductSku,RequestedAt,ApprovedAt,ReturnDate,Source,ApprovedBy,ApprovalComment,Approved
a00364-demo,puck.quaedvlieg@avondrood.local,u00364,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2024-10-16T00:00:00.000,2024-10-18T16:00:00.000,,Import,Elise Berkhout,Akkoord – zie ticket,True
a00365-demo,mees.smit@avondrood.local,u00365,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2023-06-23T21:00:00.000,2023-06-26T15:00:00.000,,Request,Roos Quaedvlieg,Akkoord,True
a00366-demo,sofie.quaedvlieg@avondrood.local,u00366,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2023-11-24T22:00:00.000,2023-11-26T12:00:00.000,,Import,Guusje Smits,Akkoord,True
a00367-demo,otto.pronk@avondrood.local,u00367,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2023-12-26T20:00:00.000,2023-12-28T06:00:00.000,,Request,Roos Quaedvlieg,Ok,True
a00368-demo,floris.quaedvlieg@avondrood.local,u00368,Laptop,p0010-demo-0000-0000-000000000000,20240010DEMO,2024-01-18T09:00:00.000,2024-01-20T23:00:00.000,,Request,Ursula Nagtegaal,Nodig voor de functie,True
a00369-demo,tijn.dejong@avondrood.local,u00369,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2025-05-26T19:00:00.000,2025-05-27T04:00:00.000,,Request,Zoë Willems,Goedgekeurd na overleg,True
a00370-demo,sanne.fokkema@avondrood.local,u00370,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2025-06-11T19:00:00.000,2025-06-13T15:00:00.000,,Request,Floris Willems,Goedgekeurd na overleg,True
a00371-demo,finn.roozendaal@avondrood.local,u00371,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2023-10-16T09:00:00.000,2023-10-17T21:00:00.000,,Import,Elise Berkhout,"Akkoord, tijdelijk",True
a00372-demo,sofie.coenen@avondrood.local,u00372,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2023-04-20T11:00:00.000,2023-04-21T14:00:00.000,2024-01-30T14:00:00,Request,Guusje Smits,Ok,True
a00373-demo,maarten.muijs@avondrood.local,u00373,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2023-06-02T23:00:00.000,2023-06-05T21:00:00.000,,Request,Elise Berkhout,Nodig voor de functie,True
a00374-demo,tijn.vroegindeweij@avondrood.local,u00374,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2023-09-29T17:00:00.000,2023-09-29T18:00:00.000,,Request,Tijn Vroegindeweij,Akkoord – zie ticket,True
a00375-demo,yfke.vanvliet@avondrood.local,u00375,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2026-02-08T17:00:00.000,2026-02-10T02:00:00.000,,Request,Puck Kalisvaart,"Akkoord, tijdelijk",True
a00376-demo,eva.lindeboom@avondrood.local,u00376,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2026-06-16T04:00:00.000,2026-06-16T19:00:00.000,,Request,Zoë Willems,Ok,True
a00377-demo,gijs.vanbeek@avondrood.local,u00377,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2025-09-10T07:00:00.000,2025-09-10T12:00:00.000,,Request,Puck Kalisvaart,Akkoord – zie ticket,True
a00378-demo,yara.slootweg@avondrood.local,u00378,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2025-01-08T22:00:00.000,2025-01-11T14:00:00.000,,Request,Zoë Willems,"Akkoord, tijdelijk",True
a00379-demo,iris.kuipers@avondrood.local,u00379,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2023-10-13T06:00:00.000,2023-10-14T14:00:00.000,,Request,Rens de Graaf,Akkoord,True
a00380-demo,ursula.deboer@avondrood.local,u00380,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2024-04-27T17:00:00.000,2024-04-28T06:00:00.000,,Import,Puck Kalisvaart,Akkoord – zie ticket,True
a00381-demo,wessel.vanveen@avondrood.local,u00381,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2024-12-03T17:00:00.000,2024-12-05T14:00:00.000,,Request,Roos Quaedvlieg,Akkoord – zie ticket,True
a00382-demo,daphne.bakker@avondrood.local,u00382,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2025-02-26T20:00:00.000,2025-02-27T10:00:00.000,,Request,Rens de Graaf,Conform aanvraag,True
a00383-demo,vera.maas@avondrood.local,u00383,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2023-07-05T08:00:00.000,2023-07-07T12:00:00.000,,Import,Rens de Graaf,Goedgekeurd na overleg,True
a00384-demo,finn.uijlenbroek@avondrood.local,u00384,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2025-04-14T20:00:00.000,2025-04-17T00:00:00.000,,Request,Puck Kalisvaart,Nodig voor de functie,True
a00385-demo,iris.dijkstra2@avondrood.local,u00385,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2023-07-14T12:00:00.000,2023-07-16T08:00:00.000,,Request,,,
a00386-demo,stijn.degraaf@avondrood.local,u00386,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2024-07-16T05:00:00.000,2024-07-18T21:00:00.000,,Request,Bram Elzinga,Akkoord,True
a00387-demo,yara.kalisvaart@avondrood.local,u00387,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2022-10-13T22:00:00.000,2022-10-14T01:00:00.000,,Request,yara.kalisvaart@avondrood.local,Conform aanvraag,True
a00388-demo,sofie.quaedvlieg@avondrood.local,u00388,Parkeerplaats,p0011-demo-0000-0000-000000000000,20240011DEMO,2023-10-07T20:00:00.000,2023-10-08T19:00:00.000,,Request,Guusje Smits,Akkoord,True
a00389-demo,wessel.jacobs@avondrood.local,u00389,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-01-18T04:00:00.000,2023-01-20T07:00:00.000,,Request,Elise Berkhout,Goedgekeurd na overleg,True
a00390-demo,guusje.blom@avondrood.local,u00390,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-09-05T05:00:00.000,2023-09-06T17:00:00.000,,Request,Fenna de Boer,Akkoord – zie ticket,True
a00391-demo,jasper.huisman@avondrood.local,u00391,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2022-11-20T13:00:00.000,2022-11-21T10:00:00.000,,Request,Floris Willems,Nodig voor de functie,True
a00392-demo,olivier.janssen@avondrood.local,u00392,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2026-01-20T13:00:00.000,2026-01-22T02:00:00.000,,Request,Bram Elzinga,Akkoord – zie ticket,True
a00393-demo,lotte.vandenheuvel@avondrood.local,u00393,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2024-02-22T19:00:00.000,2024-02-23T06:00:00.000,,Request,Fenna de Boer,Nodig voor de functie,True
a00394-demo,yfke.vanveen@avondrood.local,u00394,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2025-04-29T06:00:00.000,2025-04-30T02:00:00.000,,Request,,,
a00395-demo,wessel.dijkstra@avondrood.local,u00395,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-01-04T05:00:00.000,2023-01-04T17:00:00.000,,Import,Puck Kalisvaart,Ok,True
a00396-demo,mila.coenen@avondrood.local,u00396,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2025-12-21T20:00:00.000,2025-12-24T15:00:00.000,,Request,Bram Elzinga,Ok,True
a00397-demo,roos.quaedvlieg@avondrood.local,u00397,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-07-18T17:00:00.000,2023-07-21T01:00:00.000,,Request,,,
a00398-demo,puck.kalisvaart@avondrood.local,u00398,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2024-11-07T13:00:00.000,2024-11-09T14:00:00.000,,Request,,,
a00399-demo,iris.kuipers@avondrood.local,u00399,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-10-04T09:00:00.000,2023-10-05T16:00:00.000,2024-08-02T16:00:00,Request,Rens de Graaf,Goedgekeurd na overleg,True
a00400-demo,maarten.muijs@avondrood.local,u00400,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2026-05-27T11:00:00.000,2026-05-27T13:00:00.000,,Request,Elise Berkhout,Akkoord – zie ticket,True
a00401-demo,mees.kuipers@avondrood.local,u00401,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-01-10T00:00:00.000,2023-01-12T09:00:00.000,,Request,Elise Berkhout,Goedgekeurd na overleg,True
a00402-demo,yara.jonker@avondrood.local,u00402,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2022-09-21T08:00:00.000,2022-09-23T00:00:00.000,,Request,Ursula Nagtegaal,Goedgekeurd na overleg,True
a00403-demo,finn.roozendaal@avondrood.local,u00403,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2025-02-19T10:00:00.000,2025-02-20T13:00:00.000,,Import,Elise Berkhout,Nodig voor de functie,True
a00404-demo,sem.jacobs@avondrood.local,u00404,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2026-06-19T22:00:00.000,2026-06-20T15:00:00.000,,Request,Guusje Smits,Conform aanvraag,True
a00405-demo,zoe.vroegindeweij@avondrood.local,u00405,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-02-15T13:00:00.000,2023-02-17T23:00:00.000,,Request,Rens de Graaf,Goedgekeurd na overleg,True
a00406-demo,emma.vermeulen@avondrood.local,u00406,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2022-12-20T18:00:00.000,2022-12-21T10:00:00.000,,Request,Sem Slootweg,Conform aanvraag,True
a00407-demo,guusje.vandenbroek@avondrood.local,u00407,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-04-03T11:00:00.000,2023-04-05T00:00:00.000,,Request,Bram Elzinga,Nodig voor de functie,True
a00408-demo,tess.deboer@avondrood.local,u00408,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2025-03-11T21:00:00.000,2025-03-14T16:00:00.000,,Request,Zoë Willems,Akkoord,True
a00409-demo,hanna.debruijn@avondrood.local,u00409,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2022-10-02T03:00:00.000,2022-10-04T10:00:00.000,,Request,Guusje Smits,Goedgekeurd na overleg,True
a00410-demo,gerben.oosterhuis@avondrood.local,u00410,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-10-11T00:00:00.000,2023-10-13T21:00:00.000,,Request,Elise Berkhout,Conform aanvraag,True
a00411-demo,teun.dehaan@avondrood.local,u00411,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-09-29T20:00:00.000,2023-10-01T03:00:00.000,,Request,Floris Willems,Ok,True
a00412-demo,emma.meijer@avondrood.local,u00412,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2023-05-02T20:00:00.000,2023-05-04T11:00:00.000,2024-03-04T11:00:00,Request,,,
a00413-demo,yfke.debruijn@avondrood.local,u00413,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2024-01-14T14:00:00.000,2024-01-17T14:00:00.000,,Request,Fenna de Boer,Conform aanvraag,True
a00414-demo,gerben.kok@avondrood.local,u00414,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2026-06-17T08:00:00.000,2026-06-19T14:00:00.000,,Request,Zoë Willems,Akkoord,True
a00415-demo,hanna.vandenbroek@avondrood.local,u00415,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2022-12-23T06:00:00.000,2022-12-23T20:00:00.000,,Request,Tijn Vroegindeweij,Ok,True
a00416-demo,elise.berkhout@avondrood.local,u00416,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2024-11-16T01:00:00.000,2024-11-16T14:00:00.000,,Request,Elise Berkhout,Ok,True
a00417-demo,gerben.coenen@avondrood.local,u00417,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2026-07-25T02:00:00.000,2026-07-26T08:00:00.000,,Request,Bram Elzinga,Akkoord,True
a00418-demo,pien.hendriks@avondrood.local,u00418,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2026-08-04T01:00:00.000,2026-08-05T06:00:00.000,,Request,,,
a00419-demo,lotte.vanleeuwen@avondrood.local,u00419,Tweede beeldscherm,p0012-demo-0000-0000-000000000000,20240012DEMO,2022-08-20T06:00:00.000,2022-08-22T21:00:00.000,,Request,Sem Slootweg,Goedgekeurd na overleg,True
a00420-demo,gerben.bakker@avondrood.local,u00420,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2023-10-11T04:00:00.000,2023-10-14T01:00:00.000,,Request,Ursula Nagtegaal,"Akkoord, tijdelijk",True
a00421-demo,olivier.janssen@avondrood.local,u00421,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2025-07-01T21:00:00.000,2025-07-03T09:00:00.000,,Request,,,
a00422-demo,thijs.kok@avondrood.local,u00422,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2025-07-16T09:00:00.000,2025-07-17T00:00:00.000,,Request,Ursula Nagtegaal,Akkoord,True
a00423-demo,hugo.vanderberg@avondrood.local,u00423,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2023-12-24T09:00:00.000,2023-12-25T12:00:00.000,,Request,Zoë Willems,"Akkoord, tijdelijk",True
a00424-demo,emma.pronk@avondrood.local,u00424,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2026-02-22T10:00:00.000,2026-02-25T06:00:00.000,,Request,Sem Slootweg,Goedgekeurd na overleg,True
a00425-demo,olivier.pronk@avondrood.local,u00425,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2026-07-22T03:00:00.000,2026-07-24T06:00:00.000,,Request,Puck Kalisvaart,Akkoord – zie ticket,True
a00426-demo,roos.gerritsen@avondrood.local,u00426,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2022-09-06T12:00:00.000,2022-09-07T02:00:00.000,,Request,roos.gerritsen@avondrood.local,"Akkoord, tijdelijk",True
a00427-demo,nora.kuiper2@avondrood.local,u00427,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2025-10-17T15:00:00.000,2025-10-20T15:00:00.000,,Request,Puck Kalisvaart,Nodig voor de functie,True
a00428-demo,vera.vandam@avondrood.local,u00428,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2026-03-09T11:00:00.000,2026-03-11T10:00:00.000,,Request,vera.vandam@avondrood.local,"Akkoord, tijdelijk",True
a00429-demo,elise.berkhout@avondrood.local,u00429,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2024-07-01T06:00:00.000,2024-07-03T06:00:00.000,,Request,Elise Berkhout,Akkoord,True
a00430-demo,kim.visser@avondrood.local,u00430,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2024-06-28T01:00:00.000,2024-06-29T13:00:00.000,,Request,,,
a00431-demo,finn.vermeulen@avondrood.local,u00431,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2025-08-14T00:00:00.000,2025-08-14T04:00:00.000,,Request,Sem Slootweg,Goedgekeurd na overleg,True
a00432-demo,roos.fokkema@avondrood.local,u00432,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2025-06-13T07:00:00.000,2025-06-16T07:00:00.000,,Request,Sem Slootweg,Goedgekeurd na overleg,True
a00433-demo,zoe.ipenburg@avondrood.local,u00433,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2024-01-08T11:00:00.000,2024-01-09T04:00:00.000,,Request,Rens de Graaf,Conform aanvraag,True
a00434-demo,anne.degroot@avondrood.local,u00434,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2025-01-07T10:00:00.000,2025-01-09T09:00:00.000,,Request,Tijn Vroegindeweij,Nodig voor de functie,True
a00435-demo,gijs.koster@avondrood.local,u00435,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2026-04-04T18:00:00.000,2026-04-05T00:00:00.000,,Request,Puck Kalisvaart,Akkoord – zie ticket,True
a00436-demo,maarten.terlouw@avondrood.local,u00436,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2025-05-13T06:00:00.000,2025-05-13T16:00:00.000,,Request,Roos Quaedvlieg,Akkoord,True
a00437-demo,maarten.muijs@avondrood.local,u00437,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2023-05-02T18:00:00.000,2023-05-02T22:00:00.000,,Request,Elise Berkhout,Akkoord – zie ticket,True
a00438-demo,sofie.quaedvlieg@avondrood.local,u00438,Toegangspas hoofdlocatie,p0013-demo-0000-0000-000000000000,20240013DEMO,2022-10-31T22:00:00.000,2022-11-01T21:00:00.000,,Request,Guusje Smits,Ok,True
