Person,System,EntitlementName,Operation,CreatedOn,FinishedOn,Origins,Result
Finn Dijkgraaf (500283),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,04/15/2026 07:28:00,04/15/2026 07:28:35,BusinessRuleUpdate,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Revoke,05/02/2026 07:28:00,05/02/2026 07:28:54,ContractUpdate,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,05/17/2026 07:28:00,05/17/2026 07:28:18,ContractUpdate,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,10/24/2025 18:41:00,10/24/2025 18:41:08,Import,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,02/14/2026 19:39:00,02/14/2026 19:40:13,ContractUpdate,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Revoke,03/12/2026 19:39:00,03/12/2026 19:40:04,ContractUpdate,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,03/25/2026 19:39:00,03/25/2026 19:39:54,ContractUpdate,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,06/30/2026 07:03:00,06/30/2026 07:03:34,Import,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),Grant,12/17/2025 22:55:00,12/17/2025 22:55:25,Import,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),Grant,05/10/2026 03:52:00,05/10/2026 03:53:05,PersonUpdate,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),Grant,11/12/2025 14:40:00,11/12/2025 14:40:03,PersonUpdate,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),Grant,01/31/2026 22:25:00,01/31/2026 22:25:01,BusinessRuleUpdate,Succeeded
Finn Dijkgraaf (500283),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,07/09/2025 10:26:00,07/09/2025 10:27:11,Import,Succeeded
Mila Lindeboom (500284),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,01/15/2026 22:50:00,01/15/2026 22:50:18,ContractUpdate,Succeeded
Mila Lindeboom (500284),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,11/15/2025 18:40:00,11/15/2025 18:40:01,PersonUpdate,Succeeded
Mila Lindeboom (500284),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,04/14/2025 18:50:00,04/14/2025 18:51:08,Import,Succeeded
Mila Lindeboom (500284),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,12/07/2025 08:28:00,12/07/2025 08:29:24,ContractUpdate,Succeeded
Mila Lindeboom (500284),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,06/21/2025 06:29:00,06/21/2025 06:29:14,PersonUpdate,Succeeded
Tess Wielenga (500285),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,03/16/2026 22:43:00,03/16/2026 22:44:04,BusinessRuleUpdate,Succeeded
Tess Wielenga (500285),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,03/23/2026 15:44:00,03/23/2026 15:44:46,BusinessRuleUpdate,Succeeded
Tess Wielenga (500285),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,09/30/2025 10:53:00,09/30/2025 10:53:12,Import,Succeeded
Tess Wielenga (500285),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,04/23/2026 06:06:00,04/23/2026 06:07:02,ContractUpdate,Succeeded
Tess Wielenga (500285),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Revoke,04/28/2026 06:06:00,04/28/2026 06:06:31,ContractUpdate,Succeeded
Tess Wielenga (500285),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,04/29/2026 06:06:00,04/29/2026 06:06:18,ContractUpdate,Succeeded
Wout Lindeboom (500286),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,08/27/2025 16:27:00,08/27/2025 16:28:17,PersonUpdate,Succeeded
Wout Lindeboom (500286),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/13/2025 13:01:00,04/13/2025 13:01:54,Import,Succeeded
Wout Lindeboom (500286),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/26/2025 20:46:00,05/26/2025 20:46:07,Import,Succeeded
Wout Lindeboom (500286),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),Grant,10/11/2025 19:56:00,10/11/2025 19:57:21,Import,Succeeded
Wout Lindeboom (500286),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),Grant,08/09/2025 20:00:00,08/09/2025 20:00:23,ContractUpdate,Succeeded
Wout Lindeboom (500286),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),Grant,06/25/2025 14:45:00,06/25/2025 14:45:02,Import,Succeeded
Wout Lindeboom (500286),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),Grant,09/07/2025 16:20:00,09/07/2025 16:20:50,BusinessRuleUpdate,Succeeded
Wout Lindeboom (500286),Microsoft Active Directory,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),Grant,08/23/2025 19:40:00,08/23/2025 19:40:29,PersonUpdate,Succeeded
Jasper Lindeboom (500287),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/05/2025 11:54:00,10/05/2025 11:55:21,BusinessRuleUpdate,Succeeded
Jasper Lindeboom (500287),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/25/2026 07:00:00,06/25/2026 07:00:22,ContractUpdate,Succeeded
Jasper Lindeboom (500287),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,12/25/2025 16:24:00,12/25/2025 16:25:02,BusinessRuleUpdate,Succeeded
Jasper Lindeboom (500287),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,04/04/2026 06:19:00,04/04/2026 06:19:48,Import,Succeeded
Jasper Lindeboom (500287),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Revoke,05/29/2026 06:19:00,05/29/2026 06:19:32,ContractUpdate,Succeeded
Jasper Lindeboom (500287),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,06/11/2026 06:19:00,06/11/2026 06:20:10,ContractUpdate,Succeeded
Jasper Lindeboom (500287),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,06/26/2026 06:11:00,06/26/2026 06:12:02,BusinessRuleUpdate,Succeeded
Jasper Lindeboom (500287),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),Grant,05/21/2026 18:30:00,05/21/2026 18:31:29,ContractUpdate,Succeeded
Hanna Muijs (500288),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/03/2025 10:17:00,06/03/2025 10:17:41,BusinessRuleUpdate,Succeeded
Hanna Muijs (500288),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/19/2025 20:40:00,10/19/2025 20:40:40,Import,Succeeded
Hanna Muijs (500288),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,02/19/2026 19:44:00,02/19/2026 19:44:01,PersonUpdate,Succeeded
Hanna Muijs (500288),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,04/14/2026 09:33:00,04/14/2026 09:33:30,PersonUpdate,Succeeded
Hanna Muijs (500288),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Revoke,05/29/2026 09:33:00,05/29/2026 09:33:22,ContractUpdate,Succeeded
Hanna Muijs (500288),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/31/2026 09:33:00,05/31/2026 09:33:07,ContractUpdate,Succeeded
Pien Fokkema (500289),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/28/2026 23:41:00,06/28/2026 23:41:11,Import,Succeeded
Pien Fokkema (500289),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Revoke,07/17/2026 23:41:00,07/17/2026 23:41:16,ContractUpdate,Succeeded
Pien Fokkema (500289),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/27/2026 23:41:00,07/27/2026 23:41:47,ContractUpdate,Succeeded
Pien Fokkema (500289),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,04/16/2025 10:01:00,04/16/2025 10:02:14,ContractUpdate,Succeeded
Pien Fokkema (500289),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Revoke,05/28/2025 10:01:00,05/28/2025 10:02:19,ContractUpdate,Succeeded
Pien Fokkema (500289),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/29/2025 10:01:00,05/29/2025 10:01:37,ContractUpdate,Succeeded
Pien Fokkema (500289),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,04/06/2026 23:30:00,04/06/2026 23:30:04,Import,Succeeded
Yara Berkhout (500290),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,03/25/2026 18:45:00,03/25/2026 18:45:10,Import,Succeeded
Yara Berkhout (500290),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,09/07/2025 08:59:00,09/07/2025 08:59:14,PersonUpdate,Succeeded
Yara Berkhout (500290),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),Grant,09/27/2025 21:20:00,09/27/2025 21:21:02,Import,Succeeded
Yara Berkhout (500290),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),Grant,06/08/2026 03:04:00,06/08/2026 03:04:23,BusinessRuleUpdate,Succeeded
Yara Berkhout (500290),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),Grant,05/18/2026 17:28:00,05/18/2026 17:29:24,BusinessRuleUpdate,Succeeded
Yara Berkhout (500290),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),Grant,06/09/2026 06:34:00,06/09/2026 06:34:30,Import,Succeeded
Yara Berkhout (500290),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,01/27/2026 13:10:00,01/27/2026 13:10:52,PersonUpdate,Succeeded
Xander Hoekstra (500291),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/31/2025 02:50:00,07/31/2025 02:51:24,Import,Succeeded
Xander Hoekstra (500291),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,05/08/2025 15:12:00,05/08/2025 15:13:25,BusinessRuleUpdate,Succeeded
Xander Hoekstra (500291),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,04/11/2025 10:24:00,04/11/2025 10:25:26,BusinessRuleUpdate,Succeeded
Xander Hoekstra (500291),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),Grant,08/01/2026 06:51:00,08/01/2026 06:51:43,BusinessRuleUpdate,Succeeded
Xander Hoekstra (500291),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,08/11/2025 22:16:00,08/11/2025 22:16:14,PersonUpdate,Succeeded
Gijs Dijkgraaf (500292),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/26/2025 07:11:00,07/26/2025 07:11:40,PersonUpdate,Succeeded
Gijs Dijkgraaf (500292),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Revoke,09/14/2025 07:11:00,09/14/2025 07:12:01,ContractUpdate,Succeeded
Gijs Dijkgraaf (500292),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,09/23/2025 07:11:00,09/23/2025 07:11:17,ContractUpdate,Succeeded
Gijs Dijkgraaf (500292),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,06/16/2026 19:20:00,06/16/2026 19:20:40,BusinessRuleUpdate,Succeeded
Gijs Dijkgraaf (500292),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,02/12/2026 02:27:00,02/12/2026 02:27:05,ContractUpdate,Succeeded
Gijs Dijkgraaf (500292),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,04/04/2026 19:49:00,04/04/2026 19:49:03,PersonUpdate,Succeeded
Gijs Dijkgraaf (500292),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,12/02/2025 18:26:00,12/02/2025 18:26:33,PersonUpdate,Succeeded
Ursula Kalisvaart (500293),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/27/2025 14:01:00,06/27/2025 14:02:25,ContractUpdate,Succeeded
Ursula Kalisvaart (500293),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,08/27/2025 00:30:00,08/27/2025 00:30:39,Import,Succeeded
Ursula Kalisvaart (500293),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/09/2026 09:15:00,05/09/2026 09:16:18,BusinessRuleUpdate,Succeeded
Ursula Kalisvaart (500293),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,02/05/2026 07:19:00,02/05/2026 07:20:02,BusinessRuleUpdate,Succeeded
Ursula Kalisvaart (500293),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),Grant,07/08/2026 04:40:00,07/08/2026 04:40:35,BusinessRuleUpdate,Succeeded
Ursula Kalisvaart (500293),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,12/19/2025 18:28:00,12/19/2025 18:28:01,Import,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/08/2025 05:40:00,06/08/2025 05:40:19,PersonUpdate,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,09/27/2025 06:37:00,09/27/2025 06:37:32,PersonUpdate,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,06/01/2026 20:56:00,06/01/2026 20:56:40,ContractUpdate,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,04/26/2026 10:58:00,04/26/2026 10:59:30,BusinessRuleUpdate,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,05/18/2026 16:33:00,05/18/2026 16:33:51,BusinessRuleUpdate,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),Grant,03/24/2025 07:51:00,03/24/2025 07:51:07,Import,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),Grant,06/22/2025 09:51:00,06/22/2025 09:52:00,Import,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),Grant,06/02/2025 16:26:00,06/02/2025 16:26:34,BusinessRuleUpdate,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),Grant,04/01/2026 05:25:00,04/01/2026 05:26:20,ContractUpdate,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),Grant,12/21/2025 14:00:00,12/21/2025 14:00:58,Import,Succeeded
Zoë Elzinga (500294),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),Grant,06/19/2026 22:31:00,06/19/2026 22:31:20,PersonUpdate,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,04/29/2025 14:58:00,04/29/2025 14:58:06,BusinessRuleUpdate,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/20/2025 23:23:00,10/20/2025 23:23:23,PersonUpdate,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,08/11/2025 00:37:00,08/11/2025 00:37:12,Import,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,09/16/2025 19:21:00,09/16/2025 19:21:03,BusinessRuleUpdate,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),Grant,11/11/2025 11:40:00,11/11/2025 11:41:14,Import,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Grant,03/21/2025 22:22:00,03/21/2025 22:22:41,PersonUpdate,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Revoke,04/06/2025 22:22:00,04/06/2025 22:22:27,ContractUpdate,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),Grant,04/15/2025 22:22:00,04/15/2025 22:22:30,ContractUpdate,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),Grant,07/13/2026 11:32:00,07/13/2026 11:32:21,ContractUpdate,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,04/02/2026 08:41:00,04/02/2026 08:41:36,PersonUpdate,Succeeded
Lars Uijlenbroek (500295),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,08/08/2025 23:34:00,08/08/2025 23:35:08,Import,Succeeded
Daan Berkhout (500296),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,12/09/2025 20:19:00,12/09/2025 20:20:22,Import,Succeeded
Daan Berkhout (500296),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,09/23/2025 18:49:00,09/23/2025 18:50:09,ContractUpdate,Succeeded
Daan Berkhout (500296),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,09/26/2025 22:10:00,09/26/2025 22:10:36,BusinessRuleUpdate,Succeeded
Daan Berkhout (500296),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,07/16/2026 10:02:00,07/16/2026 10:03:13,Import,Succeeded
Daan Berkhout (500296),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,01/07/2026 05:42:00,01/07/2026 05:42:13,ContractUpdate,Succeeded
Daan Berkhout (500296),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),Grant,05/27/2026 23:46:00,05/27/2026 23:46:35,ContractUpdate,Succeeded
Daan Berkhout (500296),Microsoft Active Directory,FS-HRM02-RO (avo.local/Demo/Groups/FS-HRM02-RO),Grant,04/23/2026 19:39:00,04/23/2026 19:40:22,BusinessRuleUpdate,Succeeded
Daan Berkhout (500296),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),Grant,08/12/2025 18:43:00,08/12/2025 18:44:29,ContractUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/27/2026 08:47:00,06/27/2026 08:47:14,PersonUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,12/12/2025 12:23:00,12/12/2025 12:23:34,ContractUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,04/29/2026 19:01:00,04/29/2026 19:02:22,BusinessRuleUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,10/13/2025 21:59:00,10/13/2025 22:00:16,BusinessRuleUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,01/22/2026 06:57:00,01/22/2026 06:57:50,PersonUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,APP-CA060-Portal (avo.local/Demo/Groups/APP-CA060-Portal),Grant,03/06/2026 11:23:00,03/06/2026 11:23:35,PersonUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,FS-CA060-RO (avo.local/Demo/Groups/FS-CA060-RO),Grant,09/01/2025 12:12:00,09/01/2025 12:13:18,ContractUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,FS-CA060-RW (avo.local/Demo/Groups/FS-CA060-RW),Grant,09/10/2025 19:20:00,09/10/2025 19:21:12,BusinessRuleUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,09/30/2025 09:26:00,09/30/2025 09:26:48,PersonUpdate,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),Grant,05/26/2026 11:28:00,05/26/2026 11:28:33,Import,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),Grant,02/15/2026 04:59:00,02/15/2026 04:59:31,Import,Succeeded
Wout Aalbers (500297),Microsoft Active Directory,FS-FIN01-RW (avo.local/Demo/Groups/FS-FIN01-RW),Grant,04/03/2025 07:46:00,04/03/2025 07:47:05,BusinessRuleUpdate,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,02/06/2026 15:39:00,02/06/2026 15:39:45,Import,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/30/2026 09:08:00,06/30/2026 09:08:03,ContractUpdate,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,03/24/2025 04:45:00,03/24/2025 04:45:12,ContractUpdate,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,10/06/2025 18:11:00,10/06/2025 18:12:14,PersonUpdate,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,11/10/2025 16:32:00,11/10/2025 16:32:46,BusinessRuleUpdate,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,04/04/2026 03:55:00,04/04/2026 03:55:02,ContractUpdate,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,07/09/2026 20:12:00,07/09/2026 20:12:38,Import,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Grant,06/10/2026 08:31:00,06/10/2026 08:32:27,PersonUpdate,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,04/04/2025 03:07:00,04/04/2025 03:07:34,PersonUpdate,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),Grant,03/02/2026 04:57:00,03/02/2026 04:58:08,PersonUpdate,Succeeded
Olivier Dijkgraaf (500298),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,07/02/2026 01:22:00,07/02/2026 01:22:02,PersonUpdate,Succeeded
Hanna Fokkema (500299),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,07/28/2025 09:08:00,07/28/2025 09:09:30,PersonUpdate,Succeeded
Hanna Fokkema (500299),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,04/18/2026 12:09:00,04/18/2026 12:09:30,PersonUpdate,Succeeded
Hanna Fokkema (500299),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,05/22/2026 08:28:00,05/22/2026 08:28:38,BusinessRuleUpdate,Succeeded
Hanna Fokkema (500299),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,06/13/2026 04:17:00,06/13/2026 04:18:25,Import,Succeeded
Hanna Fokkema (500299),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),Grant,02/08/2026 18:28:00,02/08/2026 18:29:15,BusinessRuleUpdate,Succeeded
