System,Person,AccountDisplayName,AccountUserName,AccountEnabled,PermissionDisplayName,PermissionConfigurationDisplayName,SubPermissionDisplayName,Issue,Resolution
Microsoft Active Directory,Mila Oosterhuis (500144),Mila Oosterhuis,mila.oosterhuis47,True,APP-Teams (avo.local/Demo/Groups/APP-Teams),,,Permission unmanaged,None
Microsoft Active Directory,Yara Vroegindeweij (500206),Yara Vroegindeweij,yara.vroegindeweij12,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Kim Nagtegaal (500190),Kim Nagtegaal,kim.nagtegaal93,True,PRINT-Deventer (avo.local/Demo/Groups/PRINT-Deventer),,,Permission unmanaged,None
Microsoft Active Directory,Zoë Lindeboom (500259),Zoë Lindeboom,zoe.lindeboom65,True,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,,Permission unmanaged,None
Microsoft Active Directory,Xander Elzinga (500095),Xander Elzinga,xander.elzinga95,False,APP-KWA07-Portal (avo.local/Demo/Groups/APP-KWA07-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Iris Dijkgraaf (500265),Iris Dijkgraaf,iris.dijkgraaf71,True,ROLE-Teamleider (avo.local/Demo/Groups/ROLE-Teamleider),,,Permission unmanaged,None
Microsoft Active Directory,Daan Uijlenbroek (500141),Daan Uijlenbroek,daan.uijlenbroek44,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Quaedvlieg (500051),Ursula Quaedvlieg,ursula.quaedvlieg51,True,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Slootweg (500084),Jasper Slootweg,jasper.slootweg84,True,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,,Permission unmanaged,None
Microsoft Active Directory,Yara Zomerdijk (500097),Yara Zomerdijk,yara.zomerdijk0,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Vera Jonker (500239),Vera Jonker,vera.jonker45,True,LIC-M365-E1 (avo.local/Demo/Groups/LIC-M365-E1),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Kalisvaart (500079),Quinten Kalisvaart,quinten.kalisvaart79,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Kim Nagtegaal (500190),Kim Nagtegaal,kim.nagtegaal93,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Jonker (500048),Ursula Jonker,ursula.jonker48,True,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,,Permission unmanaged,None
Microsoft Active Directory,Eva Nagtegaal (500082),Eva Nagtegaal,eva.nagtegaal82,True,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,,Permission unmanaged,None
Microsoft Active Directory,Mila Slootweg (500186),Mila Slootweg,mila.slootweg89,True,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,,Permission unmanaged,None
Microsoft Active Directory,Vera Roozendaal (500022),Vera Roozendaal,vera.roozendaal22,True,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Roos Aalbers (500038),Roos Aalbers,roos.aalbers38,True,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Oosterhuis (500304),Ursula Oosterhuis,ursula.oosterhuis13,True,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Roozendaal (500162),Ursula Roozendaal,ursula.roozendaal65,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Uijlenbroek (500261),Gijs Uijlenbroek,gijs.uijlenbroek67,True,ROLE-Activiteitenbegeleider (avo.local/Demo/Groups/ROLE-Activiteitenbegeleider),,,Permission unmanaged,None
Microsoft Active Directory,Iris Lindeboom (500235),Iris Lindeboom,iris.lindeboom41,True,PRINT-Apeldoorn (avo.local/Demo/Groups/PRINT-Apeldoorn),,,Permission unmanaged,None
Microsoft Active Directory,Cato Jonker (500255),Cato Jonker,cato.jonker61,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Lars Elzinga (500285),Lars Elzinga,lars.elzinga91,True,MBX-CZ08 (avo.local/Demo/Groups/MBX-CZ08),,,Permission unmanaged,None
Microsoft Active Directory,Mila Berkhout (500187),Mila Berkhout,mila.berkhout90,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Sem Wielenga (500308),Sem Wielenga,sem.wielenga17,True,PRINT-Deventer (avo.local/Demo/Groups/PRINT-Deventer),,,Permission unmanaged,None
Microsoft Active Directory,Roos Gerritsen (500172),Roos Gerritsen,roos.gerritsen75,True,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Slootweg (500084),Jasper Slootweg,jasper.slootweg84,True,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Ipenburg (500273),Olivier Ipenburg,olivier.ipenburg79,True,FS-KWA07-RO (avo.local/Demo/Groups/FS-KWA07-RO),,,Permission unmanaged,None
Microsoft Active Directory,Vera Berkhout (500317),Vera Berkhout,vera.berkhout26,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Pronk (500053),Quinten Pronk,quinten.pronk53,True,ROLE-Communicatieadviseur (avo.local/Demo/Groups/ROLE-Communicatieadviseur),,,Permission unmanaged,None
Microsoft Active Directory,Wout Gerritsen (500224),Wout Gerritsen,wout.gerritsen30,True,LIC-M365-E3 (avo.local/Demo/Groups/LIC-M365-E3),,,Permission unmanaged,None
Microsoft Active Directory,Roos Berkhout (500077),Roos Berkhout,roos.berkhout77,True,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Quaedvlieg (500051),Ursula Quaedvlieg,ursula.quaedvlieg51,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Wout Muijs (500043),Wout Muijs,wout.muijs43,True,FS-INK08-RO (avo.local/Demo/Groups/FS-INK08-RO),,,Permission unmanaged,None
Microsoft Active Directory,Anne Muijs (500103),Anne Muijs,anne.muijs6,True,LIC-M365-E5 (avo.local/Demo/Groups/LIC-M365-E5),,,Permission unmanaged,None
Microsoft Active Directory,Finn Muijs (500040),Finn Muijs,finn.muijs40,True,APP-INK08-Portal (avo.local/Demo/Groups/APP-INK08-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Kim Berkhout (500174),Kim Berkhout,kim.berkhout77,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Mila Berkhout (500111),Mila Berkhout,mila.berkhout14,True,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,,Permission unmanaged,None
Microsoft Active Directory,Yara Hoekstra (500150),Yara Hoekstra,yara.hoekstra53,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,,Mila Roozendaal (test),test.mila.roozendaal87,True,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,,Permission unmanaged,None
Microsoft Active Directory,Eva Aalbers (500268),Eva Aalbers,eva.aalbers74,True,TEAM-COM05 (avo.local/Demo/Groups/TEAM-COM05),,,Permission unmanaged,None
Microsoft Active Directory,Roos Elzinga (500136),Roos Elzinga,roos.elzinga39,True,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Muijs (500302),Ursula Muijs,ursula.muijs11,True,FS-INK08-RW (avo.local/Demo/Groups/FS-INK08-RW),,,Permission unmanaged,None
Microsoft Active Directory,,Service account svc-cz0835,svc-cz0835,True,SRV-Aanmelden-AlsService (avo.local/Demo/Groups/SRV-Aanmelden-AlsService),,,Permission unmanaged,None
Microsoft Active Directory,Eva Gerritsen (500299),Eva Gerritsen,eva.gerritsen8,True,LIC-M365-E1 (avo.local/Demo/Groups/LIC-M365-E1),,,Permission unmanaged,None
Microsoft Active Directory,Zoë Terlouw (500309),Zoë Terlouw,zoe.terlouw18,True,APP-Teams (avo.local/Demo/Groups/APP-Teams),,,Permission unmanaged,None
Microsoft Active Directory,Iris Pronk (500026),Iris Pronk,iris.pronk26,True,FS-FAC04-RW (avo.local/Demo/Groups/FS-FAC04-RW),,,Permission unmanaged,None
Microsoft Active Directory,Vera Roozendaal (500022),Vera Roozendaal,vera.roozendaal22,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Elzinga (500212),Jasper Elzinga,jasper.elzinga18,True,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),,,Permission unmanaged,None
Microsoft Active Directory,Daan Roozendaal (500214),Daan Roozendaal,daan.roozendaal20,True,PRINT-Apeldoorn (avo.local/Demo/Groups/PRINT-Apeldoorn),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Elzinga (500046),Quinten Elzinga,quinten.elzinga46,True,FS-INK08-RW (avo.local/Demo/Groups/FS-INK08-RW),,,Permission unmanaged,None
Microsoft Active Directory,Daan Elzinga (500266),Daan Elzinga,daan.elzinga72,False,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Roos Elzinga (500136),Roos Elzinga,roos.elzinga39,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Yara Zomerdijk (500227),Yara Zomerdijk,yara.zomerdijk33,True,FS-CA060-RO (avo.local/Demo/Groups/FS-CA060-RO),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Coenen (500074),Gijs Coenen,gijs.coenen74,True,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Quaedvlieg (500128),Hanna Quaedvlieg,hanna.quaedvlieg31,False,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Noa Hoekstra (500055),Noa Hoekstra,noa.hoekstra55,True,APP-ZRG06-Portal (avo.local/Demo/Groups/APP-ZRG06-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Tess Berkhout (500201),Tess Berkhout,tess.berkhout7,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Daan Berkhout (500210),Daan Berkhout,daan.berkhout16,True,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,,Permission unmanaged,None
Microsoft Active Directory,Bram Pronk (500002),Bram Pronk,bram.pronk2,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Tess Berkhout (500201),Tess Berkhout,tess.berkhout7,True,TEAM-COM05 (avo.local/Demo/Groups/TEAM-COM05),,,Permission unmanaged,None
Microsoft Active Directory,Mila Dijkgraaf (500032),Mila Dijkgraaf,mila.dijkgraaf32,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Daan Lindeboom (500286),Daan Lindeboom,daan.lindeboom92,True,FS-FAC04-RW (avo.local/Demo/Groups/FS-FAC04-RW),,,Permission unmanaged,None
Microsoft Active Directory,Mila Berkhout (500187),Mila Berkhout,mila.berkhout90,True,FS-CA060-RW (avo.local/Demo/Groups/FS-CA060-RW),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Dijkgraaf (500076),Olivier Dijkgraaf,olivier.dijkgraaf76,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Pronk (500189),Ursula Pronk,ursula.pronk92,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Kalisvaart (500079),Quinten Kalisvaart,quinten.kalisvaart79,True,FS-KWA07-RW (avo.local/Demo/Groups/FS-KWA07-RW),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Elzinga (500212),Jasper Elzinga,jasper.elzinga18,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Xander Jonker (500318),Xander Jonker,xander.jonker27,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Fokkema (500241),Ursula Fokkema,ursula.fokkema47,False,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Roos Coenen (500142),Roos Coenen,roos.coenen45,True,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Zomerdijk (500260),Olivier Zomerdijk,olivier.zomerdijk66,True,PRINT-Zwolle (avo.local/Demo/Groups/PRINT-Zwolle),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Quaedvlieg (500128),Hanna Quaedvlieg,hanna.quaedvlieg31,False,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Jasper Quaedvlieg (500246),Jasper Quaedvlieg,jasper.quaedvlieg52,True,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Tess Muijs (500276),Tess Muijs,tess.muijs82,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Uijlenbroek (500133),Olivier Uijlenbroek,olivier.uijlenbroek36,True,TEAM-KWA07 (avo.local/Demo/Groups/TEAM-KWA07),,,Permission unmanaged,None
Microsoft Active Directory,Mila Quaedvlieg (500211),Mila Quaedvlieg,mila.quaedvlieg17,True,APP-COM05-Portal (avo.local/Demo/Groups/APP-COM05-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Eva Aalbers (500268),Eva Aalbers,eva.aalbers74,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Kim Dijkgraaf (500156),Kim Dijkgraaf,kim.dijkgraaf59,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Pronk (500189),Ursula Pronk,ursula.pronk92,True,ROLE-Activiteitenbegeleider (avo.local/Demo/Groups/ROLE-Activiteitenbegeleider),,,Permission unmanaged,None
Microsoft Active Directory,Mila Slootweg (500275),Mila Slootweg,mila.slootweg81,True,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Coenen (500074),Gijs Coenen,gijs.coenen74,True,FS-CZ08-RO (avo.local/Demo/Groups/FS-CZ08-RO),,,Permission unmanaged,None
Microsoft Active Directory,Mila Quaedvlieg (500211),Mila Quaedvlieg,mila.quaedvlieg17,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Tess Vroegindeweij (500158),Tess Vroegindeweij,tess.vroegindeweij61,True,LIC-M365-E5 (avo.local/Demo/Groups/LIC-M365-E5),,,Permission unmanaged,None
Microsoft Active Directory,Mila Lindeboom (500089),Mila Lindeboom,mila.lindeboom89,True,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Eva Hoekstra (500179),Eva Hoekstra,eva.hoekstra82,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Jonker (500193),Hanna Jonker,hanna.jonker96,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Muijs (500148),Olivier Muijs,olivier.muijs51,True,APP-PowerBI-Pro (avo.local/Demo/Groups/APP-PowerBI-Pro),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Coenen (500074),Gijs Coenen,gijs.coenen74,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Roozendaal (500319),Ursula Roozendaal,ursula.roozendaal28,True,LIC-M365-F3 (avo.local/Demo/Groups/LIC-M365-F3),,,Permission unmanaged,None
Microsoft Active Directory,Mila Oosterhuis (500144),Mila Oosterhuis,mila.oosterhuis47,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Xander Jonker (500318),Xander Jonker,xander.jonker27,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Pronk (500277),Gijs Pronk,gijs.pronk83,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Roos Oosterhuis (500044),Roos Oosterhuis,roos.oosterhuis44,False,PRINT-Deventer (avo.local/Demo/Groups/PRINT-Deventer),,,Permission unmanaged,None
Microsoft Active Directory,Roos Gerritsen (500070),Roos Gerritsen,roos.gerritsen70,False,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Wielenga (500143),Ursula Wielenga,ursula.wielenga46,True,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,,Permission unmanaged,None
Microsoft Active Directory,Sem Vroegindeweij (500166),Sem Vroegindeweij,sem.vroegindeweij69,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Cato Fokkema (500198),Cato Fokkema,cato.fokkema4,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Mila Slootweg (500275),Mila Slootweg,mila.slootweg81,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Pien Zomerdijk (500001),Pien Zomerdijk,pien.zomerdijk1,True,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,,Permission unmanaged,None
Microsoft Active Directory,Daan Lindeboom (500286),Daan Lindeboom,daan.lindeboom92,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Cato Ipenburg (500110),Cato Ipenburg,cato.ipenburg13,True,FS-CA060-RW (avo.local/Demo/Groups/FS-CA060-RW),,,Permission unmanaged,None
Microsoft Active Directory,Lars Elzinga (500285),Lars Elzinga,lars.elzinga91,True,LIC-M365-E1 (avo.local/Demo/Groups/LIC-M365-E1),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Uijlenbroek (500133),Olivier Uijlenbroek,olivier.uijlenbroek36,True,MBX-KWA07 (avo.local/Demo/Groups/MBX-KWA07),,,Permission unmanaged,None
Microsoft Active Directory,Noa Wielenga (500223),Noa Wielenga,noa.wielenga29,True,PRINT-Zwolle (avo.local/Demo/Groups/PRINT-Zwolle),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Oosterhuis (500304),Ursula Oosterhuis,ursula.oosterhuis13,True,LIC-M365-F3 (avo.local/Demo/Groups/LIC-M365-F3),,,Permission unmanaged,None
Microsoft Active Directory,Wout Oosterhuis (500069),Wout Oosterhuis,wout.oosterhuis69,True,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),,,Permission unmanaged,None
Microsoft Active Directory,Eva Elzinga (500010),Eva Elzinga,eva.elzinga10,True,LIC-M365-E3 (avo.local/Demo/Groups/LIC-M365-E3),,,Permission unmanaged,None
Microsoft Active Directory,Vera Jonker (500090),Vera Jonker,vera.jonker90,False,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Tess Dijkgraaf (500183),Tess Dijkgraaf,tess.dijkgraaf86,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Cato Wielenga (500238),Cato Wielenga,cato.wielenga44,True,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Berkhout (500245),Hanna Berkhout,hanna.berkhout51,True,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Fokkema (500241),Ursula Fokkema,ursula.fokkema47,False,MBX-FAC04 (avo.local/Demo/Groups/MBX-FAC04),,,Permission unmanaged,None
Microsoft Active Directory,Cato Wielenga (500238),Cato Wielenga,cato.wielenga44,True,APP-INK08-Portal (avo.local/Demo/Groups/APP-INK08-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Finn Oosterhuis (500160),Finn Oosterhuis,finn.oosterhuis63,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Bram Oosterhuis (500191),Bram Oosterhuis,bram.oosterhuis94,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Terlouw (500296),Olivier Terlouw,olivier.terlouw5,True,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,,Permission unmanaged,None
Microsoft Active Directory,Wout Wielenga (500093),Wout Wielenga,wout.wielenga93,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Yara Coenen (500175),Yara Coenen,yara.coenen78,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Bram Muijs (500098),Bram Muijs,bram.muijs1,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Coenen (500168),Gijs Coenen,gijs.coenen71,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Mila Zomerdijk (500295),Mila Zomerdijk,mila.zomerdijk4,True,MBX-CA060 (avo.local/Demo/Groups/MBX-CA060),,,Permission unmanaged,None
Microsoft Active Directory,Tess Wielenga (500120),Tess Wielenga,tess.wielenga23,False,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Yara Ipenburg (500288),Yara Ipenburg,yara.ipenburg94,False,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,,Permission unmanaged,None
Microsoft Active Directory,Anne Zomerdijk (500222),Anne Zomerdijk,anne.zomerdijk28,True,APP-Project (avo.local/Demo/Groups/APP-Project),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Muijs (500148),Olivier Muijs,olivier.muijs51,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Tess Kalisvaart (500071),Tess Kalisvaart,tess.kalisvaart71,True,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,,Permission unmanaged,None
Microsoft Active Directory,Tess Fokkema (500253),Tess Fokkema,tess.fokkema59,True,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,,Permission unmanaged,None
Microsoft Active Directory,Noa Dijkgraaf (500167),Noa Dijkgraaf,noa.dijkgraaf70,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Eva Wielenga (500121),Eva Wielenga,eva.wielenga24,True,TEAM-ICT03 (avo.local/Demo/Groups/TEAM-ICT03),,,Permission unmanaged,None
Microsoft Active Directory,Lars Wielenga (500215),Lars Wielenga,lars.wielenga21,True,APP-Project (avo.local/Demo/Groups/APP-Project),,,Permission unmanaged,None
Microsoft Active Directory,Ursula Pronk (500181),Ursula Pronk,ursula.pronk84,True,WIFI-Personeel (avo.local/Demo/Groups/WIFI-Personeel),,,Permission unmanaged,None
Microsoft Active Directory,Eva Ipenburg (500013),Eva Ipenburg,eva.ipenburg13,True,LIC-M365-E5 (avo.local/Demo/Groups/LIC-M365-E5),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Hoekstra (500058),Gijs Hoekstra,gijs.hoekstra58,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Bram Lindeboom (500301),Bram Lindeboom,bram.lindeboom10,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Gijs Gerritsen (500292),Gijs Gerritsen,gijs.gerritsen1,True,ROLE-Casemanager (avo.local/Demo/Groups/ROLE-Casemanager),,,Permission unmanaged,None
Microsoft Active Directory,Sem Muijs (500087),Sem Muijs,sem.muijs87,False,TEAM-CZ08 (avo.local/Demo/Groups/TEAM-CZ08),,,Permission unmanaged,None
Microsoft Active Directory,Xander Jonker (500126),Xander Jonker,xander.jonker29,True,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,,Permission unmanaged,None
Microsoft Active Directory,Quinten Uijlenbroek (500004),Quinten Uijlenbroek,quinten.uijlenbroek4,True,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,,Permission unmanaged,None
Microsoft Active Directory,Tess Muijs (500276),Tess Muijs,tess.muijs82,True,FS-FIN01-RW (avo.local/Demo/Groups/FS-FIN01-RW),,,Permission unmanaged,None
Microsoft Active Directory,Finn Wielenga (500205),Finn Wielenga,finn.wielenga11,True,FS-ZRG06-RW (avo.local/Demo/Groups/FS-ZRG06-RW),,,Permission unmanaged,None
Microsoft Active Directory,Lars Pronk (500173),Lars Pronk,lars.pronk76,True,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,,Permission unmanaged,None
Microsoft Active Directory,Finn Jonker (500130),Finn Jonker,finn.jonker33,True,APP-Teams (avo.local/Demo/Groups/APP-Teams),,,Permission unmanaged,None
Microsoft Active Directory,Hanna Berkhout (500245),Hanna Berkhout,hanna.berkhout51,True,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),,,Permission unmanaged,None
Microsoft Active Directory,Bram Wielenga (500229),Bram Wielenga,bram.wielenga35,True,APP-Teams (avo.local/Demo/Groups/APP-Teams),,,Permission unmanaged,None
Microsoft Active Directory,Noa Aalbers (500056),Noa Aalbers,noa.aalbers56,True,LIC-M365-E5 (avo.local/Demo/Groups/LIC-M365-E5),,,Permission unmanaged,None
Microsoft Active Directory,Iris Oosterhuis (500107),Iris Oosterhuis,iris.oosterhuis10,True,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,,Permission unmanaged,None
Microsoft Active Directory,Olivier Roozendaal (500011),Olivier Roozendaal,olivier.roozendaal11,True,MBX-FAC04 (avo.local/Demo/Groups/MBX-FAC04),,,Permission unmanaged,None
